1333206000	2012-04-01 00:00:00
1333206003	2012-04-01 00:00:03
1333206004	2012-04-01 00:00:04
1333206016	2012-04-01 00:00:16
1333206022	2012-04-01 00:00:22
1333206025	2012-04-01 00:00:25
1333206026	2012-04-01 00:00:26
1333206043	2012-04-01 00:00:43
1333206063	2012-04-01 00:01:03
1333206066	2012-04-01 00:01:06
1333206077	2012-04-01 00:01:17
1333206082	2012-04-01 00:01:22
1333206093	2012-04-01 00:01:33
1333206105	2012-04-01 00:01:45
1333206105	2012-04-01 00:01:45
1333206129	2012-04-01 00:02:09
1333206137	2012-04-01 00:02:17
1333206140	2012-04-01 00:02:20
1333206173	2012-04-01 00:02:53
1333206256	2012-04-01 00:04:16
1333206443	2012-04-01 00:07:23
1333206490	2012-04-01 00:08:10
1333206697	2012-04-01 00:11:37
1333206805	2012-04-01 00:13:25
1333206837	2012-04-01 00:13:57
1333206970	2012-04-01 00:16:10
1333207043	2012-04-01 00:17:23
1333207046	2012-04-01 00:17:26
1333207685	2012-04-01 00:28:05
1333208067	2012-04-01 00:34:27
1333208387	2012-04-01 00:39:47
1333208463	2012-04-01 00:41:03
1333208539	2012-04-01 00:42:19
1333209193	2012-04-01 00:53:13
1333209343	2012-04-01 00:55:43
1333209598	2012-04-01 00:59:58
1333209600	2012-04-01 01:00:00
1333209610	2012-04-01 01:00:10
1333209720	2012-04-01 01:02:00
1333209723	2012-04-01 01:02:03
1333209740	2012-04-01 01:02:20
1333209742	2012-04-01 01:02:22
1333209746	2012-04-01 01:02:26
1333209758	2012-04-01 01:02:38
1333209829	2012-04-01 01:03:49
1333209923	2012-04-01 01:05:23
1333209935	2012-04-01 01:05:35
1333209935	2012-04-01 01:05:35
1333209938	2012-04-01 01:05:38
1333210047	2012-04-01 01:07:27
1333210068	2012-04-01 01:07:48
1333210074	2012-04-01 01:07:54
1333210079	2012-04-01 01:07:59
1333210114	2012-04-01 01:08:34
1333210120	2012-04-01 01:08:40
1333210200	2012-04-01 01:10:00
1333210210	2012-04-01 01:10:10
1333210291	2012-04-01 01:11:31
1333210314	2012-04-01 01:11:54
1333210325	2012-04-01 01:12:05
1333210336	2012-04-01 01:12:16
1333210338	2012-04-01 01:12:18
1333210366	2012-04-01 01:12:46
1333210411	2012-04-01 01:13:31
1333210416	2012-04-01 01:13:36
1333210442	2012-04-01 01:14:02
1333210456	2012-04-01 01:14:16
1333210493	2012-04-01 01:14:53
1333210510	2012-04-01 01:15:10
1333210542	2012-04-01 01:15:42
1333210595	2012-04-01 01:16:35
1333210613	2012-04-01 01:16:53
1333210630	2012-04-01 01:17:10
1333210653	2012-04-01 01:17:33
1333210686	2012-04-01 01:18:06
1333210686	2012-04-01 01:18:06
1333210690	2012-04-01 01:18:10
1333210732	2012-04-01 01:18:52
1333210859	2012-04-01 01:20:59
1333210863	2012-04-01 01:21:03
1333211014	2012-04-01 01:23:34
1333211084	2012-04-01 01:24:44
1333211107	2012-04-01 01:25:07
1333211192	2012-04-01 01:26:32
1333211274	2012-04-01 01:27:54
1333211383	2012-04-01 01:29:43
1333211572	2012-04-01 01:32:52
1333211920	2012-04-01 01:38:40
1333212554	2012-04-01 01:49:14
1333212573	2012-04-01 01:49:33
1333212656	2012-04-01 01:50:56
1333212720	2012-04-01 01:52:00
1333212727	2012-04-01 01:52:07
1333212762	2012-04-01 01:52:42
1333212810	2012-04-01 01:53:30
1333212877	2012-04-01 01:54:37
1333212910	2012-04-01 01:55:10
1333212917	2012-04-01 01:55:17
1333212974	2012-04-01 01:56:14
1333213089	2012-04-01 01:58:09
1333213096	2012-04-01 01:58:16
1333213154	2012-04-01 01:59:14
1333213190	2012-04-01 01:59:50
1333213245	2012-04-01 02:00:45
1333213267	2012-04-01 02:01:07
1333213352	2012-04-01 02:02:32
1333213364	2012-04-01 02:02:44
1333213365	2012-04-01 02:02:45
1333213431	2012-04-01 02:03:51
1333213436	2012-04-01 02:03:56
1333213450	2012-04-01 02:04:10
1333213454	2012-04-01 02:04:14
1333213484	2012-04-01 02:04:44
1333213563	2012-04-01 02:06:03
1333213620	2012-04-01 02:07:00
1333213635	2012-04-01 02:07:15
1333213669	2012-04-01 02:07:49
1333213697	2012-04-01 02:08:17
1333213710	2012-04-01 02:08:30
1333213743	2012-04-01 02:09:03
1333213748	2012-04-01 02:09:08
1333213764	2012-04-01 02:09:24
1333213784	2012-04-01 02:09:44
1333213817	2012-04-01 02:10:17
1333213902	2012-04-01 02:11:42
1333213971	2012-04-01 02:12:51
1333213998	2012-04-01 02:13:18
1333214174	2012-04-01 02:16:14
1333214258	2012-04-01 02:17:38
1333214266	2012-04-01 02:17:46
1333214294	2012-04-01 02:18:14
1333214343	2012-04-01 02:19:03
1333214358	2012-04-01 02:19:18
1333214369	2012-04-01 02:19:29
1333214384	2012-04-01 02:19:44
1333214456	2012-04-01 02:20:56
1333214482	2012-04-01 02:21:22
1333214496	2012-04-01 02:21:36
1333214508	2012-04-01 02:21:48
1333214529	2012-04-01 02:22:09
1333214539	2012-04-01 02:22:19
1333214552	2012-04-01 02:22:32
1333214556	2012-04-01 02:22:36
1333214660	2012-04-01 02:24:20
1333214661	2012-04-01 02:24:21
1333214732	2012-04-01 02:25:32
1333214757	2012-04-01 02:25:57
1333214818	2012-04-01 02:26:58
1333214835	2012-04-01 02:27:15
1333214845	2012-04-01 02:27:25
1333214866	2012-04-01 02:27:46
1333214885	2012-04-01 02:28:05
1333214890	2012-04-01 02:28:10
1333214898	2012-04-01 02:28:18
1333214917	2012-04-01 02:28:37
1333214990	2012-04-01 02:29:50
1333214991	2012-04-01 02:29:51
1333215002	2012-04-01 02:30:02
1333215002	2012-04-01 02:30:02
1333215049	2012-04-01 02:30:49
1333215179	2012-04-01 02:32:59
1333215221	2012-04-01 02:33:41
1333215257	2012-04-01 02:34:17
1333215268	2012-04-01 02:34:28
1333215301	2012-04-01 02:35:01
1333215402	2012-04-01 02:36:42
1333215457	2012-04-01 02:37:37
1333215525	2012-04-01 02:38:45
1333215546	2012-04-01 02:39:06
1333215650	2012-04-01 02:40:50
1333215684	2012-04-01 02:41:24
1333215698	2012-04-01 02:41:38
1333215750	2012-04-01 02:42:30
1333215817	2012-04-01 02:43:37
1333215847	2012-04-01 02:44:07
1333215968	2012-04-01 02:46:08
1333215998	2012-04-01 02:46:38
1333216000	2012-04-01 02:46:40
1333216047	2012-04-01 02:47:27
1333216056	2012-04-01 02:47:36
1333216061	2012-04-01 02:47:41
1333216092	2012-04-01 02:48:12
1333216098	2012-04-01 02:48:18
1333216123	2012-04-01 02:48:43
1333216124	2012-04-01 02:48:44
1333216132	2012-04-01 02:48:52
1333216179	2012-04-01 02:49:39
1333216210	2012-04-01 02:50:10
1333216271	2012-04-01 02:51:11
1333216275	2012-04-01 02:51:15
1333216386	2012-04-01 02:53:06
1333216389	2012-04-01 02:53:09
1333216393	2012-04-01 02:53:13
1333216456	2012-04-01 02:54:16
1333216464	2012-04-01 02:54:24
1333216602	2012-04-01 02:56:42
1333216707	2012-04-01 02:58:27
1333216749	2012-04-01 02:59:09
1333216758	2012-04-01 02:59:18
1333216758	2012-04-01 02:59:18
1333216758	2012-04-01 02:59:18
1333216786	2012-04-01 02:59:46
1333216811	2012-04-01 03:00:11
1333216829	2012-04-01 03:00:29
1333216873	2012-04-01 03:01:13
1333216921	2012-04-01 03:02:01
1333216965	2012-04-01 03:02:45
1333216998	2012-04-01 03:03:18
1333217047	2012-04-01 03:04:07
1333217049	2012-04-01 03:04:09
1333217066	2012-04-01 03:04:26
1333217117	2012-04-01 03:05:17
1333217137	2012-04-01 03:05:37
1333217137	2012-04-01 03:05:37
1333217194	2012-04-01 03:06:34
1333217204	2012-04-01 03:06:44
1333217237	2012-04-01 03:07:17
1333217305	2012-04-01 03:08:25
1333217326	2012-04-01 03:08:46
1333217422	2012-04-01 03:10:22
1333217465	2012-04-01 03:11:05
1333217478	2012-04-01 03:11:18
1333217685	2012-04-01 03:14:45
1333217829	2012-04-01 03:17:09
1333218067	2012-04-01 03:21:07
1333218194	2012-04-01 03:23:14
1333218225	2012-04-01 03:23:45
1333218251	2012-04-01 03:24:11
1333218587	2012-04-01 03:29:47
1333218683	2012-04-01 03:31:23
1333218791	2012-04-01 03:33:11
1333219327	2012-04-01 03:42:07
1333219356	2012-04-01 03:42:36
1333219829	2012-04-01 03:50:29
1333219936	2012-04-01 03:52:16
1333220270	2012-04-01 03:57:50
1333220565	2012-04-01 04:02:45
1333220773	2012-04-01 04:06:13
1333220893	2012-04-01 04:08:13
1333221041	2012-04-01 04:10:41
1333221128	2012-04-01 04:12:08
1333221147	2012-04-01 04:12:27
1333221185	2012-04-01 04:13:05
1333221339	2012-04-01 04:15:39
1333221699	2012-04-01 04:21:39
1333221869	2012-04-01 04:24:29
1333221909	2012-04-01 04:25:09
1333222244	2012-04-01 04:30:44
1333222282	2012-04-01 04:31:22
1333222325	2012-04-01 04:32:05
1333222567	2012-04-01 04:36:07
1333222787	2012-04-01 04:39:47
1333223076	2012-04-01 04:44:36
1333223506	2012-04-01 04:51:46
1333223610	2012-04-01 04:53:30
1333224010	2012-04-01 05:00:10
1333224030	2012-04-01 05:00:30
1333224080	2012-04-01 05:01:20
1333224098	2012-04-01 05:01:38
1333224120	2012-04-01 05:02:00
1333224178	2012-04-01 05:02:58
1333224210	2012-04-01 05:03:30
1333224213	2012-04-01 05:03:33
1333224283	2012-04-01 05:04:43
1333224333	2012-04-01 05:05:33
1333224363	2012-04-01 05:06:03
1333224592	2012-04-01 05:09:52
1333224687	2012-04-01 05:11:27
1333224693	2012-04-01 05:11:33
1333224702	2012-04-01 05:11:42
1333225060	2012-04-01 05:17:40
1333225162	2012-04-01 05:19:22
1333225212	2012-04-01 05:20:12
1333225423	2012-04-01 05:23:43
1333225433	2012-04-01 05:23:53
1333225476	2012-04-01 05:24:36
1333225524	2012-04-01 05:25:24
1333225537	2012-04-01 05:25:37
1333225575	2012-04-01 05:26:15
1333225641	2012-04-01 05:27:21
1333225828	2012-04-01 05:30:28
1333225896	2012-04-01 05:31:36
1333225941	2012-04-01 05:32:21
1333225942	2012-04-01 05:32:22
1333225958	2012-04-01 05:32:38
1333225976	2012-04-01 05:32:56
1333226006	2012-04-01 05:33:26
1333226124	2012-04-01 05:35:24
1333226253	2012-04-01 05:37:33
1333226383	2012-04-01 05:39:43
1333226417	2012-04-01 05:40:17
1333226453	2012-04-01 05:40:53
1333226480	2012-04-01 05:41:20
1333226562	2012-04-01 05:42:42
1333226587	2012-04-01 05:43:07
1333226710	2012-04-01 05:45:10
1333226812	2012-04-01 05:46:52
1333227050	2012-04-01 05:50:50
1333227180	2012-04-01 05:53:00
1333227319	2012-04-01 05:55:19
1333227386	2012-04-01 05:56:26
1333227392	2012-04-01 05:56:32
1333227500	2012-04-01 05:58:20
1333227602	2012-04-01 06:00:02
1333227650	2012-04-01 06:00:50
1333227664	2012-04-01 06:01:04
1333227690	2012-04-01 06:01:30
1333227859	2012-04-01 06:04:19
1333228029	2012-04-01 06:07:09
1333228065	2012-04-01 06:07:45
1333228170	2012-04-01 06:09:30
1333228199	2012-04-01 06:09:59
1333228204	2012-04-01 06:10:04
1333228490	2012-04-01 06:14:50
1333228864	2012-04-01 06:21:04
1333229561	2012-04-01 06:32:41
1333229605	2012-04-01 06:33:25
1333229945	2012-04-01 06:39:05
1333229999	2012-04-01 06:39:59
1333230141	2012-04-01 06:42:21
1333230200	2012-04-01 06:43:20
1333230261	2012-04-01 06:44:21
1333230283	2012-04-01 06:44:43
1333230311	2012-04-01 06:45:11
1333230396	2012-04-01 06:46:36
1333230397	2012-04-01 06:46:37
